epoch,train_loss,val_loss,source
1,0.12742247280228292,0.0900995793807156,organamnist
2,0.07229771101555178,0.06614509700596624,organamnist
3,0.05146783892201892,0.10393635738714069,organamnist
4,0.041698438857189754,0.0816298012916163,organamnist
5,0.05220942920500437,0.15944073621329724,organamnist
6,0.03797431683403116,0.04212313274968205,organamnist
7,0.05180387454764871,0.05846376648325674,organamnist
8,0.010497057026260097,0.07803004848492313,organamnist
9,0.04974116433643379,0.07388277522926835,organamnist
10,0.04108506246083081,0.10168555674403358,organamnist
1,0.24048133986983813,0.16615022346377373,organcmnist
2,0.10138181781432792,0.15809412751542895,organcmnist
3,0.049070823074811525,0.1187438559963515,organcmnist
4,0.05370170984179804,0.16015172573296646,organcmnist
5,0.04607873441943643,0.1410441566258669,organcmnist
6,0.03773689230872026,0.09875129530892561,organcmnist
7,0.020243544920744812,0.17285038623958826,organcmnist
8,0.03277132345943292,0.17998726920861946,organcmnist
9,0.024649923808265514,0.15390058837242818,organcmnist
10,0.01798554802086323,0.24082121297128892,organcmnist
1,0.4333661849345636,0.31709774360060694,organsmnist
2,0.19169480524478702,0.3088940128684044,organsmnist
3,0.15027811508113093,0.2611279107630253,organsmnist
4,0.12630550857257405,0.17611672207713128,organsmnist
5,0.10909993567187852,0.3195084437727928,organsmnist
6,0.10059011795925438,0.3455419704318047,organsmnist
7,0.0796721131122167,1.3323770433664321,organsmnist
8,0.09262780670862679,0.43632828667759893,organsmnist
9,0.08568207075426337,0.23367136977612973,organsmnist
10,0.07873726171364478,0.22100359238684178,organsmnist
