experiment_name,train_source,accuracy,f1,recall,precision,loss
organamnist,organamnist,97.9976202617712,0.9787727074555966,0.9780151818772839,0.9797824534958566,0.09225834584162247
organcmnist,organamnist,71.62362718907687,0.7306088130402536,0.7440139425794242,0.75842818639656,1.404674276467916
organsmnist,organamnist,34.17952481059855,0.352576579215769,0.3683651866440669,0.41310882163573975,4.47677363720037
organamnist_blured,organamnist,80.9484956654768,0.845278042764566,0.8600471479232191,0.8854677620349453,0.9585968771706457
organamnist_gaussian,organamnist,97.28539860615332,0.9717158143378561,0.9716376757063231,0.9728129748773817,0.12846346307424422
organamnist_poisson,organamnist,62.99677035526092,0.5074778572264708,0.5662569529597546,0.7111091881399655,2.393378426199374
organcmnist_blured,organamnist,46.5080778526905,0.5143593226963664,0.5426226254016403,0.679077199600432,3.3991846948056605
organcmnist_gaussian,organamnist,69.91900945596404,0.7165851175943825,0.7282468587189052,0.7626461414661388,1.5252783688339027
organcmnist_poisson,organamnist,44.680490183606835,0.3811967504772562,0.4393170170559068,0.6137886059213327,3.6151355099033666
organsmnist_blured,organamnist,23.025663400896434,0.23306538611254915,0.2784646255544941,0.3415813225911722,5.340148586912203
organsmnist_gaussian,organamnist,34.92523104993852,0.35057170716734715,0.367748664619462,0.4157614953656509,4.39994863810273
organsmnist_poisson,organamnist,25.19535123557177,0.179309580227568,0.23221294991004193,0.34370393080844003,5.668759065231091
organamnist,organcmnist,63.11745707972123,0.6777850991593243,0.6475952569517378,0.7657292658501803,1.7945807289818059
organcmnist,organcmnist,94.61900521562143,0.9429648984853217,0.9456746398117676,0.9436506375380691,0.255009889713413
organsmnist,organcmnist,50.236008091706,0.4606913090694571,0.4723376637412056,0.5292720113718065,3.3523105764146988
organamnist_blured,organcmnist,35.72497025327214,0.3946479124558287,0.432703674453051,0.679251094493594,4.315920862425928
organamnist_gaussian,organcmnist,64.2257351691314,0.6810340387383912,0.6524464321672556,0.7618902691047972,1.7047090457833332
organamnist_poisson,organcmnist,35.011048784633694,0.3136573877629474,0.34901521750975917,0.4743682819936254,4.583404935442883
organcmnist_blured,organcmnist,77.56858754187338,0.7655706223459113,0.7995412797563323,0.8190997915651153,1.1382572286837809
organcmnist_gaussian,organcmnist,94.76317686469066,0.9437540803588004,0.9447884707782226,0.9461191889075503,0.24134869990741356
organcmnist_poisson,organcmnist,51.14277233600475,0.48626232775341105,0.49447804324103334,0.7950857957409063,3.8937886753597777
organsmnist_blured,organcmnist,31.77581214549205,0.3065387975921063,0.35403941388664834,0.44281490294812315,4.44150608808256
organsmnist_gaussian,organcmnist,50.93411606044981,0.4714559606924336,0.4735882235560292,0.5410782416592989,3.1253646509296398
organsmnist_poisson,organcmnist,34.707072309706085,0.2508348115101854,0.27250644057318807,0.3590928569051765,5.293963478301382
organamnist,organsmnist,38.49396566377698,0.39085964779373694,0.41643832424036886,0.476776488428246,2.838483480266903
organcmnist,organsmnist,72.78124072425052,0.6772351148095724,0.6898501262017974,0.6981387690369226,1.0797275807406452
organsmnist,organsmnist,89.50854785609457,0.8509248222854972,0.8558678998833156,0.8615134752066299,0.3437618097375492
organamnist_blured,organsmnist,29.29457759646439,0.27694767751946436,0.3595991259997906,0.42211030984307024,3.5012447901394057
organamnist_gaussian,organsmnist,35.67057623661397,0.3609103414052763,0.40966471161990814,0.46502129398589637,3.158305873559869
organamnist_poisson,organsmnist,26.413394526602076,0.2483332892800367,0.30203770199481605,0.3827504683542676,3.57270463756893
organcmnist_blured,organsmnist,49.18373404571089,0.49093179132773945,0.5395909785784712,0.5893676749460773,2.3250876826208993
organcmnist_gaussian,organsmnist,68.2695161769071,0.6480720411642659,0.6630923009672027,0.6856697717563529,1.35319408113892
organcmnist_poisson,organsmnist,45.61336555993724,0.4178869345130376,0.4356744688682522,0.595369778180872,2.3247308698860376
organsmnist_blured,organsmnist,73.8645829201539,0.7384690706574119,0.7693269756631214,0.7481030669009745,0.9953153172725349
organsmnist_gaussian,organsmnist,88.33842370393876,0.8450067822550147,0.8472968293324111,0.8530246981579183,0.4003094259252403
organsmnist_poisson,organsmnist,61.50489865534886,0.58256482249825,0.5780258087740622,0.7210178244878059,1.5859609890710278
