experiment_name,train_source,accuracy,f1,recall,precision,loss
organamnist,organamnist,97.57266700662926,0.9728565679778903,0.970316539424561,0.9760789939807387,0.1155967912312759
organcmnist,organamnist,70.30064029173558,0.6711347937692859,0.6729394256666198,0.7346324010664979,1.7648368104084118
organsmnist,organamnist,39.09404624965293,0.349580708801359,0.3530653126803376,0.4232524983256113,4.313308936085193
organamnist_blured,organamnist,86.46778854326024,0.8741032402305312,0.8683932218504778,0.9062273243076023,0.6577301496396895
organamnist_gaussian,organamnist,94.60139384667686,0.9364542616263531,0.9292518726110527,0.9512700983618604,0.2668751069506549
organamnist_poisson,organamnist,57.88033316335203,0.4431329771196293,0.5129043467406961,0.6970756839290037,3.5408838593441505
organcmnist_blured,organamnist,40.46982996226095,0.43839537662612876,0.45214123519181143,0.681318370899974,4.202623954979149
organcmnist_gaussian,organamnist,65.61082135436543,0.6064386212808032,0.6067433132723655,0.7150435447230419,2.1026782428896107
organcmnist_poisson,organamnist,41.72073103506763,0.3295044523815674,0.38323111026033446,0.48839837230057737,4.783030467420011
organsmnist_blured,organamnist,18.559359009955973,0.1788684194949046,0.2069089887763213,0.35742384975725944,6.696253437681246
organsmnist_gaussian,organamnist,38.856054896672084,0.3188743546138684,0.32764379376189495,0.4010444081225435,4.360360358572248
organsmnist_poisson,organamnist,32.41045575344096,0.1911560529060123,0.23421919289485915,0.2503555473173288,5.873389648301952
organamnist,organcmnist,74.97535271120177,0.7310063877529003,0.732893745866058,0.738879564536073,1.110650010601334
organcmnist,organcmnist,95.99711656701861,0.9521034115024939,0.9558329267755862,0.949959458794499,0.1710636803829992
organsmnist,organcmnist,55.66617746221887,0.5238205942187452,0.5369795664610044,0.544942632316388,2.684812042918907
organamnist_blured,organcmnist,44.87676355600884,0.4637596512041604,0.4946138146870362,0.6305828039652959,3.002322144093721
organamnist_gaussian,organcmnist,72.24035356110828,0.7040250087002176,0.7114630387659788,0.7152646221728145,1.2695366924223692
organamnist_poisson,organcmnist,34.98045215026347,0.29569908037836046,0.3708482401267361,0.4992719663716899,5.782898720451024
organcmnist_blured,organcmnist,78.84917101301785,0.7722742247271719,0.8147620332108272,0.8140196157372781,0.9543347434417622
organcmnist_gaussian,organcmnist,94.63172624348047,0.9397383010763029,0.9375307746400071,0.9436135449896738,0.23028290795313344
organcmnist_poisson,organcmnist,39.626001780943895,0.40307745738048484,0.4472222504060868,0.7343144561474081,5.407190972405511
organsmnist_blured,organcmnist,30.76434889532347,0.3291318869866612,0.3710317378393334,0.4228939175349456,4.2770610388160355
organsmnist_gaussian,organcmnist,56.74110507318234,0.530221691028577,0.532129627627507,0.5541865897742012,2.4911562724766996
organsmnist_poisson,organcmnist,29.610090833366385,0.22167602739652761,0.2739808844618831,0.3673344679370265,6.1953802423428765
organamnist,organsmnist,40.635730069692336,0.36108308142735884,0.3845456356719683,0.4364228061751629,2.852066125040469
organcmnist,organsmnist,70.8094814060976,0.6482577407992914,0.6508166114493664,0.6840020095936297,1.2833916074520832
organsmnist,organsmnist,87.78311054698345,0.8364778795780975,0.8396966629956265,0.8597721960612784,0.44076159762852085
organamnist_blured,organsmnist,23.39622641509434,0.18836194441608461,0.27054305266657946,0.39325326957643286,4.098384181312893
organamnist_gaussian,organsmnist,41.14057453680095,0.3783959970665478,0.4026855514692164,0.454668619926507,2.813294526286747
organamnist_poisson,organsmnist,23.994560598334182,0.10420788709000045,0.1474235484897445,0.26276936491829983,5.665801834023517
organcmnist_blured,organsmnist,45.265657465123184,0.3879875391226964,0.43744511653767565,0.5626171619171264,2.4867004736049756
organcmnist_gaussian,organsmnist,73.33672560742907,0.6724820605457856,0.6736334235954037,0.6987106058001615,1.0924396985285991
organcmnist_poisson,organsmnist,30.661917482932623,0.14987022930513264,0.18333812051444803,0.4488356584541233,5.506185915663436
organsmnist_blured,organsmnist,67.53797945341319,0.6511552416644047,0.6615171940385577,0.7443634426299363,1.2976186072765874
organsmnist_gaussian,organsmnist,89.11982864622586,0.8539815996589225,0.8539210137042673,0.8671825847579288,0.384849069195653
organsmnist_poisson,organsmnist,37.28531196699853,0.24118440131557184,0.25856201966556003,0.5453265605546622,4.699835311337776
