experiment_name,train_source,accuracy,f1,recall,precision,loss,avg_loss (entropy or MMD),forgetting,original_accuracy,adapted_accuracy
organamnist_blured,organamnist,95.9374487400055,0.9560367052867598,0.956521947447439,0.9562732864527542,0.20894443895009793,0.003205124580341837,-0.028127431869506836,94.70694065093994,94.73506808280945
organamnist_gaussian,organamnist,96.86044454574585,0.9655498485998796,0.9648999327524584,0.9665876075168672,0.15861941511089833,0.0035661838624788367,0.20249485969543457,94.70694065093994,94.5044457912445
organamnist_poisson,organamnist,92.54462122917175,0.9158219474177692,0.9135840682792611,0.9213969171006634,0.3983127411616885,0.0027508383211882217,0.04500150680541992,94.70694065093994,94.66193914413452
organcmnist_blured,organamnist,77.25903987884521,0.7590705531725703,0.7620202438240273,0.7644408813706236,1.7461729252660596,0.0023014004166061813,-0.05062222480773926,94.70694065093994,94.75756287574768
organcmnist_gaussian,organamnist,78.87037396430969,0.7721396432768542,0.7746920495045374,0.7803009634373951,1.6571010676590172,0.002330824813327274,0.06187558174133301,94.70694065093994,94.64506506919861
organcmnist_poisson,organamnist,72.64130711555481,0.7106833542489558,0.7125234631998492,0.7204986042661752,2.2245630895769275,0.002563941156541979,0.0,94.70694065093994,94.70694065093994
organsmnist_blured,organamnist,39.042481780052185,0.3760550262992725,0.3853021046655897,0.380913765146029,7.403057797911203,0.0030482408358966035,0.04500150680541992,94.70694065093994,94.66193914413452
organsmnist_gaussian,organamnist,41.50172472000122,0.3924821000758314,0.4001669917160003,0.3991127703429848,7.050745160446554,0.0027853837473138334,-0.09562373161315918,94.70694065093994,94.8025643825531
organsmnist_poisson,organamnist,37.26944625377655,0.3573955946613793,0.3635376142171494,0.3633150834398761,7.692924308292757,0.003563231320550599,-0.16312599182128906,94.70694065093994,94.87006664276123
organamnist,organcmnist,71.60802483558655,0.711805333261439,0.7150139031633335,0.7223514840340147,2.071814936917761,0.002296843217766803,0.0365138053894043,91.2244439125061,91.1879301071167
organsmnist,organcmnist,56.7887008190155,0.5232046503906638,0.5274435762338026,0.5321240501577452,3.684419717885516,0.0014828153068039017,-0.0365138053894043,91.27312898635864,91.30964279174805
organamnist_blured,organcmnist,66.20261669158936,0.6686385949917851,0.665329578389637,0.6869810358112317,2.7056226313114164,0.002048094894575036,-0.02434253692626953,91.27312898635864,91.29747152328491
organamnist_gaussian,organcmnist,70.19038200378418,0.6976156314802491,0.6979496059858981,0.7103240965177304,2.2142886830412825,0.0021207384441209874,-0.012171268463134766,91.27312898635864,91.28530025482178
organamnist_poisson,organcmnist,59.64474081993103,0.6015748703638436,0.5940554633422516,0.6245655456752515,3.2966785627862683,0.0024363673251608146,-0.21908283233642578,91.27312898635864,91.49221181869507
organcmnist_blured,organcmnist,92.68540740013123,0.9200183460422061,0.9124157591116144,0.9293966852544767,0.40285678389104634,0.002567063473366402,0.4746854305267334,91.27312898635864,90.79844355583191
organcmnist_gaussian,organcmnist,93.95326972007751,0.9326485337462377,0.9262577471291098,0.9406451202574815,0.3293525045586599,0.0028296303104709936,0.705939531326294,91.27312898635864,90.56718945503235
organcmnist_poisson,organcmnist,87.12632060050964,0.8594366016352065,0.8468314646196475,0.8780999134385866,0.7290726494144749,0.00216105757532893,-0.15822649002075195,91.27312898635864,91.4313554763794
organsmnist_blured,organcmnist,54.41672205924988,0.4971845189025783,0.50020235147319,0.5053368247429773,3.9028205677942576,0.001454397203958579,-0.18256902694702148,91.27312898635864,91.45569801330566
organsmnist_gaussian,organcmnist,56.042999029159546,0.513606864444078,0.5177929198535632,0.5218021383057263,3.755694367558823,0.0015011015277223538,-0.10954141616821289,91.27312898635864,91.38267040252686
organsmnist_poisson,organcmnist,48.77236187458038,0.44018263831577414,0.44202044110970107,0.4468035728036025,4.368918878777984,0.0019624774831200615,-0.23125410079956055,91.27312898635864,91.5043830871582
organamnist,organsmnist,42.5786167383194,0.3816540462986928,0.4149693324712816,0.3930608153195468,4.624812259363091,0.0008015217988387398,0.022655725479125977,80.46901226043701,80.44635653495789
