experiment_name,train_source,accuracy,f1,recall,precision,loss
organamnist,organamnist,89.60224375318715,0.8471523123259792,0.8429336570891135,0.9323081113100655,0.7929572325361811
organcmnist,organamnist,63.465207988805496,0.6014231225096566,0.5882976971397553,0.7383177968046052,2.8111363726693233
organsmnist,organamnist,38.64582920153901,0.31061532227861693,0.3019673115413235,0.4456094192672186,5.666286875148715
organamnist_blured,organamnist,87.55906850246473,0.8248451827270787,0.8170240984902034,0.9000091990269834,0.6871400749229867
organamnist_gaussian,organamnist,84.88356280809111,0.7880053853960711,0.7866077454490451,0.9056976021523834,1.1823328095933665
organamnist_poisson,organamnist,62.28624851266361,0.4713515944882341,0.5352311739630908,0.5187145538064327,3.3546483545199686
organcmnist_blured,organamnist,52.13077216639105,0.5034325218921186,0.5018861778958353,0.6397366572202422,2.716790710268794
organcmnist_gaussian,organamnist,58.98316583979985,0.531130697121688,0.5296684210555641,0.7296007098096241,2.972045140653043
organcmnist_poisson,organamnist,49.78586269770597,0.3800070327828198,0.4184584682222152,0.4197623257337347,4.182494284655597
organsmnist_blured,organamnist,29.697354329459362,0.23995093975931478,0.25615375114130123,0.3664703741018885,5.081518219207144
organsmnist_gaussian,organamnist,37.42810677878703,0.2713045510411894,0.2772230910858764,0.42652919359684327,5.668050387184027
organsmnist_poisson,organamnist,35.78993296576891,0.20221919694712465,0.2364001834597209,0.26388927826502706,5.8661816471119215
organamnist,organcmnist,70.74961754207038,0.7223438279661829,0.7046648072734444,0.771815957966103,1.3997195509464844
organcmnist,organcmnist,95.36954585930543,0.9449169312417331,0.9483054141692702,0.9439190918634062,0.1917992021737469
organsmnist,organcmnist,52.70715164015708,0.45429139473478364,0.48113686988667204,0.48732611479685956,2.8157610409150875
organamnist_blured,organcmnist,31.524732279449257,0.3292616675166341,0.3589191177831878,0.5882105076203316,4.987568700831869
organamnist_gaussian,organcmnist,68.18459969403365,0.685527563020398,0.6772950715831532,0.7436622087963604,1.4840834114862524
organamnist_poisson,organcmnist,38.2508924018358,0.30946288769472413,0.36000467699094385,0.48049687171769,6.148135901534039
organcmnist_blured,organcmnist,70.93245134206843,0.7052034912124614,0.7460836047847274,0.8024210528581662,1.2756409651524312
organcmnist_gaussian,organcmnist,92.79565788915744,0.916605006545402,0.9128590948257721,0.9240744571138049,0.2938031627318344
organcmnist_poisson,organcmnist,47.94979434338295,0.4074510373004765,0.4404955358590951,0.8065744848679732,5.079053958686623
organsmnist_blured,organcmnist,25.385744317956448,0.24887724324654267,0.3042798572141227,0.3784467487785591,4.553303804494402
organsmnist_gaussian,organcmnist,53.195033913767794,0.4530503902967308,0.4648671448224125,0.4917782433962337,2.5672417455518306
organsmnist_poisson,organcmnist,33.90980127722026,0.2087384382822508,0.24282520308113484,0.32875098369807204,6.067212634885371
organamnist,organsmnist,45.70797212306646,0.41977687584064677,0.45188745428867816,0.49292342575627135,2.72798698026201
organcmnist,organsmnist,76.2413603019124,0.6994211298798559,0.7062300493994231,0.7166960473789014,0.9865894939448382
organsmnist,organsmnist,89.73463964142636,0.8449281842611162,0.8576353185258835,0.87376475701275,0.34284920445856104
organamnist_blured,organsmnist,32.02617712051674,0.2904446944030275,0.36041924090353245,0.43887810573546593,3.6521737280099287
organamnist_gaussian,organsmnist,40.48784633690294,0.3854119972711827,0.42751473270141227,0.4862134856935001,3.2300651078638825
organamnist_poisson,organsmnist,23.984361720210774,0.22036025301874515,0.2674543545180113,0.3832989705859973,4.624625412795854
organcmnist_blured,organsmnist,61.11181783488105,0.5912915832073244,0.6058859424520276,0.6212383751523045,1.5230761360477756
organcmnist_gaussian,organsmnist,72.3953695458593,0.6702938677391139,0.6785075911783334,0.7028481790301945,1.2033530166020265
organcmnist_poisson,organsmnist,37.33621676631472,0.345075013837088,0.3785265645004033,0.5835781020558154,3.5551134328584415
organsmnist_blured,organsmnist,78.0770298679148,0.7531077726715399,0.7795427698087732,0.7573116845133204,0.7630646476890836
organsmnist_gaussian,organsmnist,89.21899170996788,0.8468773423574124,0.8503914761246111,0.8657191592074159,0.39141956720557913
organsmnist_poisson,organsmnist,46.614573003847525,0.4451133208870912,0.45095510395355015,0.7077466034998939,2.784649135497621
