experiment_name,train_source,accuracy,f1,recall,precision,loss
organamnist,organamnist,89.95240523542411,0.8614938383700287,0.8558063102400619,0.9365734821741042,0.5682391259981239
organcmnist,organamnist,51.41839460628419,0.5207562343459383,0.5095037717208332,0.7559725426124424,3.8827682276029845
organsmnist,organamnist,30.272500099163064,0.2429947234959403,0.2552608801439204,0.42746417339099185,6.458917320077189
organamnist_blured,organamnist,86.15502294747579,0.8240441030713971,0.817247580394599,0.9135404344210424,0.7651123276547246
organamnist_gaussian,organamnist,81.17457079721231,0.734907341230937,0.7370421432243659,0.9031562369573279,1.3819113052409628
organamnist_poisson,organamnist,52.27265000849906,0.41931229933521924,0.4606479214920448,0.6903420599554367,4.786209750693778
organcmnist_blured,organamnist,47.080524106347795,0.4627357779590567,0.469353390419502,0.6731085140243996,3.687872588956678
organcmnist_gaussian,organamnist,42.59848195734215,0.4081474161551975,0.41761497626883415,0.6364408168991309,5.015607418885102
organcmnist_poisson,organamnist,28.202518763516093,0.2610198024126038,0.30222661979772947,0.5157683423790865,7.5177309036254885
organsmnist_blured,organamnist,27.15084685256436,0.1954499726243114,0.21823635962293347,0.36668677048889164,5.829123497009277
organsmnist_gaussian,organamnist,27.610963468327316,0.19927489883616484,0.22374609033407192,0.3936303497308922,7.312325313006561
organsmnist_poisson,organamnist,22.89476815675697,0.13323677307279666,0.17637366044305958,0.29592055158070535,8.571136598054528
organamnist,organcmnist,73.39452660207377,0.741972159563558,0.7256536558149344,0.774584087602602,1.331405593260475
organcmnist,organcmnist,96.22609506848153,0.9578310496727805,0.9557104169930006,0.9614703730677192,0.18628620110653543
organsmnist,organcmnist,56.185791916227046,0.5094928809986502,0.5193555486147131,0.5540061074608559,2.7132902865482467
organamnist_blured,organcmnist,42.49872514023457,0.5006935668526438,0.46670092599814694,0.7143012831948148,3.3807428608769956
organamnist_gaussian,organcmnist,68.05881353051164,0.6821696185138225,0.674931539265966,0.7318742552427531,1.5731289888205735
organamnist_poisson,organcmnist,35.419003909569945,0.3024868084460277,0.3372699150812337,0.4023582869194459,4.89967426372611
organcmnist_blured,organcmnist,84.53971080863334,0.8418600910166163,0.8487250772166154,0.8664704609898334,0.63758296934334
organcmnist_gaussian,organcmnist,90.98079124793284,0.8993708135834961,0.8875949979427077,0.9287815846745615,0.44427537475083323
organcmnist_poisson,organcmnist,47.94131365814358,0.43483299538815245,0.45644364137036236,0.7596888275937711,4.216311887792639
organsmnist_blured,organcmnist,34.552377930268534,0.3243346685543626,0.36166251859335724,0.4529457446159833,3.9554989991454303
organsmnist_gaussian,organcmnist,54.43258894926818,0.4784042873942647,0.4756510782989672,0.5418216926670444,2.7502236021351694
organsmnist_poisson,organcmnist,32.02966958867161,0.20895181361348533,0.23908123154935437,0.2941304879384397,5.336311805066724
organamnist,organsmnist,42.53782083970763,0.38058073363576866,0.422579229887563,0.4454117361603711,3.590636716199958
organcmnist,organsmnist,74.41377263282874,0.6773237100950366,0.6837221988148807,0.7157549381168796,1.0567425824500418
organsmnist,organsmnist,90.11145928364603,0.8568635582817886,0.8616216863676349,0.8706772969419742,0.33991383814115816
organamnist_blured,organsmnist,26.0853306136325,0.22186942205869062,0.3014137750902917,0.44366503026481025,4.385402968137161
organamnist_gaussian,organsmnist,38.32228454869964,0.3528449896584695,0.40163056753761217,0.4357272358361517,4.16556030460026
organamnist_poisson,organsmnist,23.54750977392487,0.13891653811261637,0.18384502247504184,0.2980322230837951,5.967607661952143
organcmnist_blured,organsmnist,45.015477250561844,0.43940944252598846,0.4823227324953761,0.5847180821743921,2.5584986184094403
organcmnist_gaussian,organsmnist,71.2038332697282,0.6474284004418938,0.6535467166319843,0.7021481700838347,1.3927836521251782
organcmnist_poisson,organsmnist,35.3941398464996,0.21960583681832063,0.25080563966331176,0.4747672618617992,4.057336750546018
organsmnist_blured,organsmnist,69.94565864106937,0.7064147962900736,0.7340802217359232,0.7428341345782413,1.1070030991196027
organsmnist_gaussian,organsmnist,89.1317282138749,0.8466415061980818,0.8426924636144029,0.8598911802259301,0.41905552920351175
organsmnist_poisson,organsmnist,52.207369798897304,0.3764759654788559,0.392990994343318,0.5630454793039399,2.9619163807273514
