experiment_name,train_source,accuracy,f1,recall,precision,loss
organamnist,organamnist,95.68927417984023,0.9538548926892031,0.9513174327962612,0.9598925300349397,0.2258592131993045
organcmnist,organamnist,63.75355128694399,0.635546933429961,0.6219880681037817,0.7352446872036095,2.3654219620936625
organsmnist,organamnist,35.33378287255563,0.31376833082701094,0.3087644598730561,0.4243161387759697,5.294902807564905
organamnist_blured,organamnist,93.09875913649499,0.9274137998668234,0.9293655021508109,0.9297609526203956,0.2805736856211139
organamnist_gaussian,organamnist,90.92809790922999,0.8882274376352831,0.8783959732336348,0.9272833946065974,0.5252296386853509
organamnist_poisson,organamnist,66.16522182559919,0.5135957337401164,0.575515062321643,0.6969772699793291,2.6746428595936815
organcmnist_blured,organamnist,52.55480642835941,0.4917989022038516,0.5195197203063603,0.6616933467866363,2.6065839026425337
organcmnist_gaussian,organamnist,57.05805029046347,0.5402723305772015,0.5297991176852995,0.7178699479872404,2.9706378092636934
organcmnist_poisson,organamnist,49.48903871432812,0.3813789623936879,0.42619259425333406,0.48200589131047344,3.867178315085334
organsmnist_blured,organamnist,29.90758002459244,0.26242845589078784,0.27807294593662996,0.36151132884193454,4.526058125616935
organsmnist_gaussian,organamnist,33.3068898496688,0.2683543671267412,0.27020935706765736,0.42444316574727536,5.789072846398136
organsmnist_poisson,organamnist,29.824283051049143,0.18778815689415104,0.22540101902687298,0.4248328494656914,5.837737223823663
organamnist,organcmnist,70.3416624171341,0.7028756600616899,0.7076776768177413,0.7478810543515008,1.3785745383604713
organcmnist,organcmnist,96.45083322732478,0.9586052290686375,0.9539619148447297,0.9649976991315173,0.14023673671826317
organsmnist,organcmnist,56.130260600531514,0.5125451680480765,0.5325320977022018,0.5495386814024038,2.584975974813936
organamnist_blured,organcmnist,48.36817950025497,0.5289960342299606,0.5455057446725607,0.6752190364247622,2.5901037151398865
organamnist_gaussian,organcmnist,65.05524392316845,0.6459405828198079,0.6594797425695601,0.7229514808813757,1.6327235773853634
organamnist_poisson,organcmnist,42.213156552779196,0.35692315091772736,0.39891628870699064,0.48707580260335015,2.8981286375418955
organcmnist_blured,organcmnist,87.44858584573633,0.884407052850618,0.8917583063191613,0.8899286220208178,0.4527393668084531
organcmnist_gaussian,organcmnist,93.29177797566042,0.9182214465038908,0.906959990959095,0.9424743022936881,0.31629001248527217
organcmnist_poisson,organcmnist,55.48488317856083,0.5274689639716935,0.5372486391407567,0.8065748998466771,2.2056640128831604
organsmnist_blured,organcmnist,40.38713260084884,0.3778943811254575,0.4200060851042659,0.47716380410351095,3.234458429559233
organsmnist_gaussian,organcmnist,54.78164293364007,0.49535958742041736,0.5108573556793347,0.548080811592971,2.6577022475034453
organsmnist_poisson,organcmnist,37.5391694101781,0.29103799072168224,0.3130730391339864,0.387428112097558,3.6992955764538142
organamnist,organsmnist,42.898181200067995,0.40995789883805106,0.4539856229423661,0.468891093171287,2.7766348509684855
organcmnist,organsmnist,76.9961412882161,0.7254598426818162,0.7397716380299427,0.7345923468694462,0.9205998512538703
organsmnist,organsmnist,90.385149339574,0.8612502261439828,0.865715829632459,0.8754088452499076,0.3456186020207889
organamnist_blured,organsmnist,28.628250892401834,0.26933208475399106,0.3302814551474286,0.4368024454216473,4.245644646105559
organamnist_gaussian,organsmnist,39.38466768655448,0.38655842700717924,0.4391761195527985,0.4645862901303701,3.1377244938974793
organamnist_poisson,organsmnist,26.95563488016318,0.19986787676492132,0.2560772049864431,0.36967184753138865,3.6828433700229812
organcmnist_blured,organsmnist,47.11444684730527,0.4657069696311414,0.5210205927074748,0.5821183702973745,2.511514163017273
organcmnist_gaussian,organsmnist,68.9691727091549,0.6700892472787191,0.6898233884507937,0.703665076959238,1.3650216289468713
organcmnist_poisson,organsmnist,40.52071407369716,0.34283886623828985,0.3671312549230636,0.5462374880657344,2.8817725477991876
organsmnist_blured,organsmnist,69.21978501447781,0.6896905531961223,0.7234492582079789,0.7376619673991858,1.5027041474574714
organsmnist_gaussian,organsmnist,87.4062909047638,0.8403646998961688,0.8410497387216289,0.8543565732422272,0.46240937066864846
organsmnist_poisson,organsmnist,49.684661457300386,0.4272188908526544,0.4274967923493394,0.6275997505748161,2.386059048212119
